Component,Concentration (mM),,
,Effluent-300 °C,Effluent-370 °C,Effluent-550 °C
Acetic acid,5.3,55.4,67.3
Acetone,0.88,16.7,33.1
Glycolic acid,0.44,1.9,1.4
Methanol,3.3,70.1,140
Phenolᵃ,0.47–0.68,7.7–11.2,6.2–9.1
Propionic acid,0.23,4.11,7.2
ᵃ Concentration of phenol is given as a range due to peak overlap with other aromatic compounds.,,,
