ID,feed_type,feed_shape,feed_particle_size,feed_LHV,C,H,N,S,O,feed_ash,feed_moisture,feed_VM,feed_FC,feed_cellulose,feed_hemicellulose,feed_lignin,temperature,operating_condition,operating_pressure,residence_time,steam_biomass_ratio,ER,gasifying_agent,reactor_type,bed_material,catalyst,scale,N2,H2,CO,CO2,CH4,C2Hn,gas_LHV,gas_tar,gas_yield,char_yield,CGE,CCE,Reference
144,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,700,continuous,atmospheric,75,NaN,0.21,oxygen,fluidised bed,alumina,1,lab,0,23.15,33.46,30.92,10.23,1.98,11.67,20.6,0.97,NaN,58.65,85.1,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
145,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,750,continuous,atmospheric,40,NaN,0.25,oxygen,fluidised bed,alumina,0,lab,0,18.06,34.83,31.88,10.19,4.45,12.63,31.42,1,NaN,65.44,94.5,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
146,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,750,continuous,atmospheric,50,NaN,0.25,oxygen,fluidised bed,alumina,1,lab,0,21.87,33.92,31.19,10,2.46,11.69,20.08,1.07,NaN,64.81,94.59,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
147,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,750,continuous,atmospheric,50,NaN,0.24,oxygen,fluidised bed,alumina,0,lab,0,18.93,33.69,32.42,10.02,4.28,12.43,40.28,0.97,NaN,62.47,94.87,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
148,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,750,continuous,atmospheric,50,NaN,0.24,oxygen,fluidised bed,alumina,1,lab,0,21.93,34.28,30.6,9.72,2.84,11.86,26.37,1.04,NaN,63.91,91.22,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
149,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,750,continuous,atmospheric,55,NaN,0.24,oxygen,fluidised bed,alumina,0,lab,0,20.2,31.92,33.19,9.84,4.23,12.24,33.16,0.98,NaN,62.15,92.8,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
150,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,750,continuous,atmospheric,51,NaN,0.24,oxygen,fluidised bed,alumina,1,lab,0,22.08,34.15,30.5,9.54,3.08,11.95,24.5,1.05,NaN,65.01,93.7,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
151,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,800,continuous,atmospheric,40,NaN,0.23,oxygen,fluidised bed,alumina,0,lab,0,19.87,36.63,29.73,9.81,3.29,12.25,35.66,1.04,NaN,66.01,96,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
152,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,800,continuous,atmospheric,54,NaN,0.23,oxygen,fluidised bed,alumina,1,lab,0,22.53,35.71,29.26,9.93,1.97,11.68,21.4,1.12,NaN,67.78,98,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
153,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,800,continuous,atmospheric,45,NaN,0.23,oxygen,fluidised bed,alumina,0,lab,0,20.75,34.16,31.82,9.5,3.13,11.82,26.97,1.01,NaN,61.86,86,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
154,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,800,continuous,atmospheric,45,NaN,0.23,oxygen,fluidised bed,alumina,1,lab,0,22.18,33.95,31.95,9.16,2.12,11.23,22.32,0.99,NaN,57.6,87,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
155,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,800,continuous,atmospheric,30,NaN,0.22,oxygen,fluidised bed,alumina,0,lab,0,19.87,36.63,29.73,9.81,3.29,12.25,33.76,1.01,NaN,64.11,91,"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
156,woody biomass,other,1.25,19.3,49.2,6.12,0.1,0.01,44.58,0.4,7,NaN,NaN,NaN,NaN,NaN,800,continuous,atmospheric,61,NaN,0.22,oxygen,fluidised bed,alumina,1,lab,0,22.49,34.94,29.62,9.72,2.56,11.84,24.29,1.06,NaN,65.03,94,"Bariateri, Waste Biomass Valor 2010, 1, 283-291"
157,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,700,continuous,atmospheric,NaN,1.16,NaN,steam,fixed bed,NaN,1,lab,0,34.01,11.34,38.25,10.3,6.1,12.42,94.09,0.88,175,53.89,65.6,"Luo, Energy 2012, 44, 391-395"
158,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,750,continuous,atmospheric,NaN,1.16,NaN,steam,fixed bed,NaN,1,lab,0,40.47,13.26,36.76,5.89,3.62,10.3,63.16,0.95,170,48.26,62.03,"Luo, Energy 2012, 44, 391-395"
159,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,800,continuous,atmospheric,NaN,1.16,NaN,steam,fixed bed,NaN,1,lab,0,46.54,14.65,32.61,2.87,3.33,9.88,31.25,1.28,155,62.33,75.16,"Luo, Energy 2012, 44, 391-395"
160,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,850,continuous,atmospheric,NaN,1.16,NaN,steam,fixed bed,NaN,1,lab,0,51.16,15.66,28.23,2.14,2.81,9.93,3.18,1.32,100,64.63,70.5,"Luo, Energy 2012, 44, 391-395"
161,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,900,continuous,atmospheric,NaN,1.16,NaN,steam,fixed bed,NaN,1,lab,0,54.22,22.72,20.61,1.33,1.12,9.86,0,1.75,90,85.05,84.87,"Luo, Energy 2012, 44, 391-395"
162,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,900,continuous,atmospheric,NaN,0.25,NaN,steam,fixed bed,NaN,1,lab,0,38.62,47.57,12.11,0.61,1.09,11.04,14.87,0.78,145.4,42.45,50.38,"Luo, Energy 2012, 44, 391-395"
163,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,900,continuous,atmospheric,NaN,0.4,NaN,steam,fixed bed,NaN,1,lab,0,40.92,42.33,13.28,2.44,1.03,11.25,6.7,0.91,131.1,50.45,54.68,"Luo, Energy 2012, 44, 391-395"
164,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,900,continuous,atmospheric,NaN,0.73,NaN,steam,fixed bed,NaN,1,lab,0,52.7,25.91,17.75,2.26,1.38,10.59,0,1.14,96.7,59.49,57.38,"Luo, Energy 2012, 44, 391-395"
165,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,900,continuous,atmospheric,NaN,0.91,NaN,steam,fixed bed,NaN,1,lab,0,53.94,23.57,20.8,1.34,0.35,9.48,0,1.31,96.2,61.23,62.86,"Luo, Energy 2012, 44, 391-395"
166,municipal solid waste,particles,5,20.29,51.81,5.76,0.26,0.36,41.81,5.64,0,79.9,14.46,NaN,NaN,NaN,900,continuous,atmospheric,NaN,1.16,NaN,steam,fixed bed,NaN,1,lab,0,54.22,22.72,20.61,1.33,1.12,9.86,0,1.75,94.5,85.05,84.87,"Luo, Energy 2012, 44, 391-395"
167,woody biomass,other,1.5,17.2,49.74,5.68,1.02,0.27,43.36,4.31,9.61,80.92,14.67,NaN,NaN,NaN,675,continuous,atmospheric,NaN,2,NaN,steam,fluidised bed,calcium oxide,1,pilot,11.69,55.2,12.69,10.17,10.25,NaN,12.72,NaN,0.63,62.98,46.6,23.12,"Khan, Energy Convers. Manag. 2014, 87, 1224-1230"
168,woody biomass,other,1.5,17.2,49.74,5.68,1.02,0.27,43.36,4.31,9.61,80.92,14.67,NaN,NaN,NaN,675,continuous,atmospheric,NaN,2,NaN,steam,fluidised bed,calcium oxide,1,pilot,12.96,71.47,5.61,0,9.95,NaN,13.78,NaN,1.19,27.33,95.36,20.96,"Khan, Energy Convers. Manag. 2014, 87, 1224-1230"
169,woody biomass,other,1.5,17.2,49.74,5.68,1.02,0.27,43.36,4.31,9.61,80.92,14.67,NaN,NaN,NaN,675,continuous,atmospheric,NaN,2,NaN,steam,fluidised bed,calcium oxide,1,pilot,12.74,73.85,3.73,1,8.68,NaN,13.34,NaN,1.3,23.62,100.85,20.61,"Khan, Energy Convers. Manag. 2014, 87, 1224-1230"
170,woody biomass,other,0.43,17.2,49.74,5.68,1.02,0.27,43.36,4.31,9.61,80.92,14.67,NaN,NaN,NaN,676,continuous,atmospheric,NaN,2,NaN,steam,fluidised bed,calcium oxide,1,pilot,13.28,71.45,10.72,3.39,1.15,NaN,10.92,NaN,1.2,25.91,76.21,20.76,"Khan, Energy Convers. Manag. 2014, 87, 1224-1230"
171,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,700,continuous,atmospheric,NaN,1.23,NaN,steam,fixed bed,NaN,1,lab,0,33,30,19,15.5,3,13.15,1.85,1.03,NaN,67.76,75.2,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
172,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,750,continuous,atmospheric,NaN,1.23,NaN,steam,fixed bed,NaN,1,lab,0,47,24,19.5,7.5,3,10.85,0.78,1.31,NaN,71.1,75.8,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
173,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,1.23,NaN,steam,fixed bed,NaN,1,lab,0,57,15,21.5,4.5,2,9.76,0.22,1.66,NaN,81.05,78.5,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
174,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,850,continuous,atmospheric,NaN,1.23,NaN,steam,fixed bed,NaN,1,lab,0,59,16.5,22,2.5,1.5,9.34,0.18,1.85,NaN,86.44,80.86,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
175,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,0,NaN,other,fixed bed,NaN,1,lab,0,28,35.5,13.5,16,7,13.62,40.15,0.72,NaN,49.06,59.19,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
176,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,0.73,NaN,steam,fixed bed,NaN,1,lab,0,48.5,22.5,15.5,11.5,3,12.11,8.02,1.26,NaN,76.33,71,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
177,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,1.23,NaN,steam,fixed bed,NaN,1,lab,0,56,17.5,21,5,1,10.09,0.23,1.62,NaN,81.77,76.79,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
178,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,2.08,NaN,steam,fixed bed,NaN,1,lab,0,53.5,17,24,4,2,9.38,0.85,1.5,NaN,70.39,75.73,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
179,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,2.77,NaN,steam,fixed bed,NaN,1,lab,0,53,16,25,5.5,1,9.73,1.78,1.43,NaN,69.6,71.78,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
180,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,3.08,NaN,steam,fixed bed,NaN,1,lab,0,52,15,26.5,5,2,9.4,2.86,1.38,NaN,64.89,71.16,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
181,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,1.23,NaN,steam,fixed bed,NaN,0,lab,0,31.5,22,23.5,13.5,9.5,11.6,38.67,0.78,NaN,45.26,58.09,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
182,municipal solid waste,particles,5,19.99,53.31,6.91,0.84,0.52,34.3,7.12,9.34,77.52,15.36,NaN,NaN,NaN,800,continuous,atmospheric,NaN,1.23,NaN,steam,fixed bed,NaN,1,lab,0,51,19,21.5,7.5,2,10.71,0.76,1.4,NaN,75.02,69.89,"Wang, Int. J. Hydrog 2012, 37, 6503-6510"
183,woody biomass,particles,1.25,18.2,54.84,5.5,0.44,0.12,39.1,1.95,0,74.23,23.82,NaN,NaN,NaN,770,continuous,atmospheric,40,NaN,0.19,air,fluidised bed,silica,0,lab,55.5,8.4,17.1,13.8,5.2,NaN,5,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
184,woody biomass,particles,1.25,18.2,54.84,5.5,0.44,0.12,39.1,1.95,0,74.23,23.82,NaN,NaN,NaN,770,continuous,atmospheric,40,NaN,0.24,air,fluidised bed,silica,0,lab,58.2,6.7,15.6,14.9,4.6,NaN,4.4,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
185,woody biomass,particles,1.25,18.2,54.84,5.5,0.44,0.12,39.1,1.95,0,74.23,23.82,NaN,NaN,NaN,770,continuous,atmospheric,40,NaN,0.31,air,fluidised bed,silica,0,lab,63.8,4.2,12.2,15.8,4,NaN,3.4,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
186,woody biomass,particles,1.25,18.2,54.84,5.5,0.44,0.12,39.1,1.95,0,74.23,23.82,NaN,NaN,NaN,770,continuous,atmospheric,40,NaN,0.37,air,fluidised bed,silica,0,lab,66.5,3.2,10.7,16.3,3.3,NaN,2.8,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
187,woody biomass,particles,1.25,17.82,50.03,5.93,0.4,0.1,43.55,0.27,0,83.17,16.56,NaN,NaN,NaN,770,continuous,atmospheric,40,NaN,0.19,air,fluidised bed,silica,0,lab,54.8,5.6,19.1,13.8,6.7,NaN,5.4,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
188,woody biomass,particles,1.25,17.82,50.03,5.93,0.4,0.1,43.55,0.27,0,83.17,16.56,NaN,NaN,NaN,770,continuous,atmospheric,40,NaN,0.24,air,fluidised bed,silica,0,lab,57.2,4.4,17.4,15.2,5.8,NaN,4.7,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
189,woody biomass,particles,1.25,17.82,50.03,5.93,0.4,0.1,43.55,0.27,0,83.17,16.56,NaN,NaN,NaN,770,continuous,atmospheric,40,NaN,0.31,air,fluidised bed,silica,0,lab,61.4,3.6,14.5,16,4.5,NaN,3.8,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
190,woody biomass,particles,1.25,17.82,50.03,5.93,0.4,0.1,43.55,0.27,0,83.17,16.56,NaN,NaN,NaN,770,continuous,atmospheric,40,NaN,0.37,air,fluidised bed,silica,0,lab,64.6,3.1,12.4,16.3,3.6,NaN,3.2,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
191,woody biomass,particles,1.25,18.2,54.84,5.5,0.44,0.12,39.1,1.95,0,74.23,23.82,NaN,NaN,NaN,770,continuous,atmospheric,40,0.41,NaN,steam,fluidised bed,silica,0,lab,23.3,32,23.2,13.1,8.4,NaN,9.4,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
192,woody biomass,particles,1.25,18.2,54.84,5.5,0.44,0.12,39.1,1.95,0,74.23,23.82,NaN,NaN,NaN,770,continuous,atmospheric,40,0.63,NaN,steam,fluidised bed,silica,0,lab,9,42.4,21.8,19,7.8,NaN,10.1,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
193,woody biomass,particles,1.25,18.2,54.84,5.5,0.44,0.12,39.1,1.95,0,74.23,23.82,NaN,NaN,NaN,770,continuous,atmospheric,40,0.97,NaN,steam,fluidised bed,silica,0,lab,6.7,48,17.8,21.8,5.7,NaN,9.3,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
194,woody biomass,particles,1.25,18.2,54.84,5.5,0.44,0.12,39.1,1.95,0,74.23,23.82,NaN,NaN,NaN,770,continuous,atmospheric,40,1.09,NaN,steam,fluidised bed,silica,0,lab,3.2,52,17,22,5.8,NaN,9.9,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
195,woody biomass,particles,1.25,17.82,50.03,5.93,0.4,0.1,43.55,0.27,0,83.17,16.56,NaN,NaN,NaN,770,continuous,atmospheric,40,0.41,NaN,steam,fluidised bed,silica,0,lab,30.6,19.5,28.8,9.5,11.6,NaN,10,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
196,woody biomass,particles,1.25,17.82,50.03,5.93,0.4,0.1,43.55,0.27,0,83.17,16.56,NaN,NaN,NaN,770,continuous,atmospheric,40,0.65,NaN,steam,fluidised bed,silica,0,lab,10.6,35.5,27.1,15.8,11,NaN,11.2,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
197,woody biomass,particles,1.25,17.82,50.03,5.93,0.4,0.1,43.55,0.27,0,83.17,16.56,NaN,NaN,NaN,770,continuous,atmospheric,40,0.96,NaN,steam,fluidised bed,silica,0,lab,5.3,54,13.5,21.6,5.6,NaN,9.6,NaN,NaN,NaN,NaN,NaN,"Karatas, Fuel 2018, 214, 285-292"
198,woody biomass,pellets,12.7,18.1,47.52,6.5,0.05,0.01,46.36,0.47,8.9,81.23,18.29,NaN,NaN,NaN,800,continuous,205,NaN,NaN,0.19,air,fluidised bed,silica,1,pilot,43.74,10.89,18.5,15.05,6.33,2.35,5.77,13.78,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
199,woody biomass,pellets,12.7,18.1,47.52,6.5,0.05,0.01,46.36,0.47,8.9,81.23,18.29,NaN,NaN,NaN,800,continuous,205,NaN,0.17,0.29,other,fluidised bed,silica,1,pilot,19.91,19.72,25.42,23.83,8.31,2.84,7.27,18.67,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
200,woody biomass,pellets,12.7,18.1,47.52,6.5,0.05,0.01,46.36,0.47,8.9,81.23,18.29,NaN,NaN,NaN,800,continuous,205,NaN,0.17,0.29,other,fluidised bed,silica,1,pilot,8.2,22.9,30.6,27.77,10.11,3.66,8.26,19.55,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
201,woody biomass,pellets,12.7,17.5,46.56,6.24,0.14,0.02,46.13,1.95,6.25,80.12,17.93,NaN,NaN,NaN,800,continuous,205,NaN,-,0.2,air,fluidised bed,silica,1,pilot,43.34,12.58,18.78,15.06,5.85,1.68,5.58,NaN,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
202,woody biomass,pellets,12.7,17.5,46.56,6.24,0.14,0.02,46.13,1.95,6.25,80.12,17.93,NaN,NaN,NaN,800,continuous,205,NaN,0.15,0.28,other,fluidised bed,silica,1,pilot,22.8,19.27,23.57,22.96,8.17,2.55,7.11,8.18,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
203,woody biomass,pellets,12.7,17.5,46.56,6.24,0.14,0.02,46.13,1.95,6.25,80.12,17.93,NaN,NaN,NaN,800,continuous,205,NaN,0.18,0.31,other,fluidised bed,silica,1,pilot,7.16,22.91,27.43,27.09,9.39,3.06,8.09,6.62,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
204,herbaceous biomass,other,NaN,15.62,40.07,7.1,1.4,0.17,50.5,1.65,15.01,78.16,20.18,NaN,NaN,NaN,800,continuous,205,NaN,-,0.22,air,fluidised bed,silica,1,pilot,53.1,5.65,15.85,13.92,4.58,2.8,4.28,13.47,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
205,herbaceous biomass,other,NaN,15.62,40.07,7.1,1.4,0.17,50.5,1.65,15.01,78.16,20.18,NaN,NaN,NaN,800,continuous,205,NaN,0.17,0.34,other,fluidised bed,silica,1,pilot,27.71,9.85,23.61,21.95,7.47,4.22,5.22,NaN,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
206,herbaceous biomass,other,NaN,15.62,40.07,7.1,1.4,0.17,50.5,1.65,15.01,78.16,20.18,NaN,NaN,NaN,800,continuous,205,NaN,0.17,0.34,other,fluidised bed,silica,1,pilot,11.37,13.27,30.55,28.86,9.6,5.5,5.49,11.39,NaN,NaN,NaN,NaN,"Huynh, Fuel 2013, 103, 987-996"
207,woody biomass,particles,1.5,18.45,49.33,6.06,0.04,0,44.57,0.55,9.4,81.02,18.43,NaN,NaN,NaN,800,continuous,NaN,20,1.22,NaN,steam,other,silica,0,lab,0,28,41,12.5,11.5,5.5,15.6,364,0.73,8.9,61.69,50,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267"
208,woody biomass,particles,1.5,18.45,49.33,6.06,0.04,0,44.57,0.55,9.4,81.02,18.43,NaN,NaN,NaN,850,continuous,NaN,20,1.22,NaN,steam,other,silica,0,lab,0,33,37.5,14,10,4,14.26,245,0.85,6.3,65.31,59,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267"
209,woody biomass,particles,1.5,18.45,49.33,6.06,0.04,0,44.57,0.55,9.4,81.02,18.43,NaN,NaN,NaN,900,continuous,NaN,20,1.22,NaN,steam,other,silica,0,lab,0,38,32.5,16.5,8.5,4,13.63,142,0.96,4.5,70.92,70,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267"
210,woody biomass,particles,1.5,18.45,49.33,6.06,0.04,0,44.57,0.55,9.4,81.02,18.43,NaN,NaN,NaN,900,continuous,NaN,20,0.11,NaN,steam,other,silica,0,lab,0,28.5,50,7,10,4,15.36,154,0.79,10.7,65.33,62.5,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267"
211,woody biomass,particles,1.5,18.45,49.33,6.06,0.04,0,44.57,0.55,9.4,81.02,18.43,NaN,NaN,NaN,900,continuous,NaN,20,2.33,NaN,steam,other,silica,0,lab,0,41,30,18,7.5,3.5,12.98,142,1.01,3.6,71.14,70,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267"
212,woody biomass,particles,0.65,18.45,49.33,6.06,0.04,0,44.57,0.55,9.4,81.02,18.43,NaN,NaN,NaN,850,continuous,NaN,20,1.22,NaN,steam,other,silica,0,lab,0,31.5,40,13.5,10,5,15.01,243,0.74,6.2,60.52,59,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267"
213,woody biomass,particles,4,18.45,49.33,6.06,0.04,0,44.57,0.55,9.4,81.02,18.43,NaN,NaN,NaN,850,continuous,NaN,20,1.22,NaN,steam,other,silica,0,lab,0,28.5,37.5,17,11.5,5,14.91,263,0.72,6.4,57.87,59,"Erkiaga, Chem. Eng. J. 2014, 237, 259-267"
214,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.3,air,fluidised bed,alumina,1,pilot,52.85,14,16.5,13,3.5,0.15,4.58,NaN,2.18,NaN,54,74.96,"Ruoppolo, Waste Management 2012, 32, 724-732"
215,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.65,0.29,air + steam,fluidised bed,alumina,1,pilot,42.44,25,14,16.5,2,0.06,5.06,NaN,2.6,NaN,71,88.33,"Ruoppolo, Waste Management 2012, 32, 724-732"
216,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.91,0.29,air + steam,fluidised bed,alumina,1,pilot,47.96,23.5,11.5,15,2,0.04,4.46,NaN,2.57,NaN,62,76.71,"Ruoppolo, Waste Management 2012, 32, 724-732"
217,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.65,0.17,air + steam,fluidised bed,alumina,1,pilot,50.5,17.5,12,16,4,0,6.88,NaN,1.86,NaN,69,61.91,"Ruoppolo, Waste Management 2012, 32, 724-732"
218,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.3,air,fluidised bed,silica,0,pilot,53.03,11,17.5,12.5,4.5,1.47,5.83,NaN,1.46,NaN,46,56.11,"Ruoppolo, Waste Management 2012, 32, 724-732"
219,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.65,0.29,air + steam,fluidised bed,silica,0,pilot,51.44,17,12,15,3.5,1.06,4.51,NaN,2.21,NaN,54,75.12,"Ruoppolo, Waste Management 2012, 32, 724-732"
220,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0.91,0.29,air + steam,fluidised bed,silica,0,pilot,50.04,17.5,11.5,16,4,0.96,4.73,NaN,2.19,NaN,56,76.21,"Ruoppolo, Waste Management 2012, 32, 724-732"
221,woody biomass,pellets,6,18.5,49.4,5.9,0.1,0,44.5,0.33,8.5,80.98,18.69,NaN,NaN,NaN,780,continuous,atmospheric,40,0,0.17,air,fluidised bed,silica,0,pilot,38.51,16,23.5,14.5,7,0.49,7.5,NaN,1.63,NaN,66,76.66,"Ruoppolo, Waste Management 2012, 32, 724-732"
