ID	feed_type	feed_shape	feed_particle_size	feed_LHV	C	H	N	S	O	feed_ash	feed_moisture	feed_VM	feed_FC	feed_cellulose	feed_hemicellulose	feed_lignin	temperature	operating_condition	operating_pressure	residence_time	steam_biomass_ratio	ER	gasifying_agent	reactor_type	bed_material	catalyst	scale	N2	H2	CO	CO2	CH4	C2Hn	gas_LHV	gas_tar	gas_yield	char_yield	CGE	CCE	Reference
69	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	850.00	continuous	NaN	80.00	NaN	0.30	air	fluidised bed	silica	0.00	lab	57.70	12.10	10.10	13.10	3.30	2.40	3.90	4.30	1.32	19.06	44.92	77.90	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
70	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	750.00	continuous	NaN	80.00	NaN	0.40	air	fluidised bed	silica	0.00	lab	74.90	3.20	4.30	14.10	1.00	0.80	1.30	6.60	1.48	23.13	16.70	61.60	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
71	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	800.00	continuous	NaN	80.00	NaN	0.40	air	fluidised bed	silica	0.00	lab	65.30	8.50	6.90	13.80	2.40	1.50	2.70	4.80	1.58	19.67	37.08	79.50	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
72	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	850.00	continuous	NaN	80.00	NaN	0.40	air	fluidised bed	silica	0.00	lab	63.30	9.70	8.20	13.90	2.10	1.40	2.90	3.00	1.58	6.52	39.83	89.10	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
73	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	750.00	continuous	NaN	80.00	0.50	0.30	air + steam	fluidised bed	silica	0.00	lab	60.80	9.90	7.70	14.80	2.80	1.90	3.20	11.20	1.22	18.95	34.03	72.20	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
74	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	800.00	continuous	NaN	80.00	0.50	0.30	air + steam	fluidised bed	silica	0.00	lab	59.20	11.00	8.40	14.80	3.10	2.00	3.50	7.20	1.32	8.41	40.32	79.70	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
75	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	850.00	continuous	NaN	80.00	0.50	0.30	air + steam	fluidised bed	silica	0.00	lab	53.80	15.50	10.40	14.10	3.20	1.50	4.20	4.00	1.43	6.73	52.10	86.70	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
76	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	750.00	continuous	NaN	80.00	1.00	0.30	air + steam	fluidised bed	silica	0.00	lab	60.40	10.00	7.80	15.60	2.90	1.80	3.20	10.90	1.27	17.68	35.44	74.70	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
77	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	800.00	continuous	NaN	80.00	1.00	0.30	air + steam	fluidised bed	silica	0.00	lab	58.50	12.00	8.60	15.20	2.70	1.60	3.50	6.90	1.32	7.59	40.32	79.80	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
78	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	850.00	continuous	NaN	80.00	1.00	0.30	air + steam	fluidised bed	silica	0.00	lab	53.10	16.10	10.10	14.70	3.00	1.50	4.20	3.90	1.43	7.59	52.10	87.60	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
79	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	750.00	continuous	NaN	80.00	NaN	0.30	air	fluidised bed	silica	1.00	lab	64.90	8.00	7.60	14.20	2.30	1.50	2.70	7.40	1.27	25.27	29.91	68.40	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
80	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	800.00	continuous	NaN	80.00	NaN	0.30	air	fluidised bed	silica	1.00	lab	60.10	12.30	8.50	13.50	2.80	1.30	3.50	4.30	1.38	29.50	41.87	73.10	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
81	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	850.00	continuous	NaN	80.00	NaN	0.30	air	fluidised bed	silica	1.00	lab	55.10	15.00	12.20	12.50	2.80	1.00	4.30	2.30	1.43	9.27	53.34	85.50	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
82	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	750.00	continuous	NaN	80.00	NaN	0.30	air	fluidised bed	silica	1.00	lab	64.40	8.80	7.70	14.10	2.30	1.30	2.80	4.70	1.27	26.14	31.01	69.40	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
83	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	800.00	continuous	NaN	80.00	NaN	0.30	air	fluidised bed	silica	1.00	lab	59.80	12.10	8.30	12.60	2.80	1.40	3.50	2.60	1.43	42.95	43.42	71.40	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
84	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	850.00	continuous	NaN	80.00	NaN	0.30	air	fluidised bed	silica	1.00	lab	56.50	14.20	12.20	12.20	2.50	1.00	4.10	1.40	1.43	8.41	50.86	83.30	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
85	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	800.00	continuous	NaN	80.00	0.50	0.30	air + steam	fluidised bed	silica	1.00	lab	58.20	13.30	8.40	14.90	2.40	1.30	3.50	3.40	1.38	13.50	41.87	79.00	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
86	sewage sludge	other	3.50	11.50	48.75	8.57	7.32	1.61	33.75	44.00	6.95	56.00	NaN	NaN	NaN	NaN	800.00	continuous	NaN	80.00	1.00	0.30	air + steam	fluidised bed	silica	1.00	lab	56.10	15.20	8.10	15.30	2.60	1.30	3.70	3.50	1.38	15.18	44.26	80.80	"de Andres, Fuel Processing Technology 2011, 92, 433-440"
87	woody biomass	chips	5.00	12.15	46.40	5.70	0.20	0.00	47.70	1.10	9.50	88.90	10.00	NaN	NaN	NaN	761.00	continuous	atmospheric	NaN	NaN	0.38	air	fluidised bed	silica	0.00	lab	58.28	6.47	13.20	15.91	3.51	1.29	4.59	NaN	1.88	NaN	71.16	86.40	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
88	woody biomass	chips	5.00	12.15	46.40	5.70	0.20	0.00	47.70	1.10	18.10	88.90	10.00	NaN	NaN	NaN	730.00	continuous	atmospheric	NaN	NaN	0.38	air	fluidised bed	silica	0.00	lab	59.92	5.57	11.50	17.56	3.49	1.24	4.24	NaN	1.65	NaN	57.72	83.20	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
89	woody biomass	chips	5.00	12.15	46.40	5.70	0.20	0.00	47.70	1.10	25.50	88.90	10.00	NaN	NaN	NaN	699.00	continuous	atmospheric	NaN	NaN	0.38	air	fluidised bed	silica	0.00	lab	61.45	5.44	10.41	17.66	3.20	1.20	3.94	NaN	1.49	NaN	48.34	79.60	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
90	woody biomass	chips	5.00	11.53	46.40	5.70	0.20	0.00	47.70	1.10	27.00	88.90	10.00	NaN	NaN	NaN	705.00	continuous	atmospheric	NaN	NaN	0.36	air	fluidised bed	silica	0.00	lab	60.75	5.32	10.93	17.91	3.25	1.18	4.00	14.75	1.28	NaN	44.35	71.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
91	woody biomass	chips	5.00	11.53	46.40	5.70	0.20	0.00	47.70	1.10	27.00	88.90	10.00	NaN	NaN	NaN	730.00	continuous	atmospheric	NaN	NaN	0.39	air	fluidised bed	silica	0.00	lab	61.38	5.30	10.79	17.63	3.08	1.16	3.90	11.75	1.46	NaN	49.43	75.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
92	woody biomass	chips	5.00	11.53	46.40	5.70	0.20	0.00	47.70	1.10	27.00	88.90	10.00	NaN	NaN	NaN	740.00	continuous	atmospheric	NaN	NaN	0.42	air	fluidised bed	silica	0.00	lab	62.25	5.37	10.36	17.33	3.01	1.04	3.75	10.00	1.61	NaN	52.26	79.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
93	woody biomass	chips	5.00	11.53	46.40	5.70	0.20	0.00	47.70	1.10	27.00	88.90	10.00	NaN	NaN	NaN	770.00	continuous	atmospheric	NaN	NaN	0.49	air	fluidised bed	silica	0.00	lab	63.00	5.20	9.93	17.44	2.88	0.93	3.56	4.25	1.79	NaN	55.15	86.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
94	other	chips	5.00	13.84	50.94	6.18	0.13	0.54	42.20	1.59	24.40	86.63	11.90	NaN	NaN	NaN	725.00	continuous	atmospheric	NaN	NaN	0.30	air	fluidised bed	silica	0.00	lab	58.20	5.83	13.84	17.06	3.22	1.14	4.39	17.25	1.40	NaN	44.41	67.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
95	other	chips	5.00	13.86	50.94	6.18	0.13	0.54	42.20	1.59	24.40	86.63	11.90	NaN	NaN	NaN	770.00	continuous	atmospheric	NaN	NaN	0.38	air	fluidised bed	silica	0.00	lab	60.21	5.73	12.74	16.30	3.16	1.19	4.25	9.50	1.74	NaN	53.25	80.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
96	other	chips	5.00	13.86	50.94	6.18	0.13	0.54	42.20	1.59	24.40	86.63	11.90	NaN	NaN	NaN	785.00	continuous	atmospheric	NaN	NaN	0.43	air	fluidised bed	silica	0.00	lab	60.31	6.12	12.64	16.20	3.16	0.89	4.09	6.50	1.97	NaN	57.97	88.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
97	other	chips	5.00	13.86	50.94	6.18	0.13	0.54	42.20	1.59	24.40	86.63	11.90	NaN	NaN	NaN	810.00	continuous	atmospheric	NaN	NaN	0.46	air	fluidised bed	silica	0.00	lab	61.90	5.47	12.36	15.76	3.02	0.85	3.90	4.25	2.04	NaN	57.43	92.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
98	other	chips	5.00	16.19	55.35	6.53	0.26	0.91	36.95	2.05	21.80	84.36	13.80	NaN	NaN	NaN	745.00	continuous	atmospheric	NaN	NaN	0.30	air	fluidised bed	silica	0.00	lab	59.28	5.49	14.02	15.65	3.66	1.22	4.60	15.00	1.72	NaN	48.89	74.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
99	other	chips	5.00	16.22	55.35	6.53	0.26	0.91	36.95	2.05	21.80	84.36	13.80	NaN	NaN	NaN	770.00	continuous	atmospheric	NaN	NaN	0.34	air	fluidised bed	silica	0.00	lab	59.42	6.12	13.67	15.51	3.47	1.12	4.49	12.00	1.88	NaN	51.94	80.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
100	other	chips	5.00	16.22	55.35	6.53	0.26	0.91	36.95	2.05	21.80	84.36	13.80	NaN	NaN	NaN	775.00	continuous	atmospheric	NaN	NaN	0.38	air	fluidised bed	silica	0.00	lab	60.47	6.30	12.99	15.05	3.44	1.08	4.39	8.50	2.11	NaN	57.09	86.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
101	other	chips	5.00	16.22	55.35	6.53	0.26	0.91	36.95	2.05	21.80	84.36	13.80	NaN	NaN	NaN	790.00	continuous	atmospheric	NaN	NaN	0.40	air	fluidised bed	silica	0.00	lab	60.68	6.08	12.95	15.20	3.43	0.98	4.29	7.00	2.15	NaN	56.87	88.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
102	other	chips	5.00	16.22	55.35	6.53	0.26	0.91	36.95	2.05	21.80	84.36	13.80	NaN	NaN	NaN	825.00	continuous	atmospheric	NaN	NaN	0.45	air	fluidised bed	silica	0.00	lab	61.60	5.56	12.74	15.23	3.35	0.86	4.10	3.00	2.35	NaN	59.29	95.00	"Kaewluan, Fuel Processing Technology 2011, 92, 671-677"
103	woody biomass	chips	11.00	20.01	50.65	5.63	0.12	0.02	43.62	0.50	6.60	82.20	NaN	40.60	29.60	26.30	594.00	batch	NaN	255.00	NaN	0.49	air	fixed bed	NaN	0.00	lab	56.30	11.90	19.70	10.00	2.10	NaN	4.50	26.77	2.06	242.25	45.10	67.30	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
104	woody biomass	chips	11.00	20.01	50.65	5.63	0.12	0.02	43.62	0.50	8.60	82.20	NaN	40.60	29.60	26.30	684.00	batch	NaN	366.00	NaN	0.49	air	fixed bed	NaN	0.00	lab	57.70	10.30	19.40	10.30	2.30	NaN	4.40	13.21	2.02	104.15	44.10	68.50	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
105	woody biomass	chips	11.00	20.01	50.65	5.63	0.12	0.02	43.62	0.50	8.30	82.20	NaN	40.60	29.60	26.30	625.00	batch	NaN	336.00	NaN	0.50	air	fixed bed	NaN	0.00	lab	59.20	11.00	18.50	9.50	1.80	NaN	4.20	9.94	2.17	48.41	44.30	68.50	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
106	woody biomass	chips	11.00	18.90	49.59	6.09	0.20	0.02	44.12	1.40	7.40	82.90	NaN	38.10	26.10	25.90	647.00	batch	NaN	282.00	NaN	0.52	air	fixed bed	NaN	0.00	lab	58.00	9.00	21.70	9.10	2.20	NaN	4.50	22.41	2.13	93.06	52.50	79.50	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
107	woody biomass	chips	11.00	18.90	49.59	6.09	0.20	0.02	44.12	1.40	6.70	82.90	NaN	38.10	26.10	25.90	600.00	batch	NaN	250.00	NaN	0.57	air	fixed bed	NaN	0.00	lab	55.00	11.10	20.30	11.10	2.50	NaN	4.60	39.32	2.05	82.99	50.90	76.50	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
108	woody biomass	chips	11.00	18.90	49.59	6.09	0.20	0.02	44.12	1.40	6.70	82.90	NaN	38.10	26.10	25.90	575.00	batch	NaN	347.00	NaN	0.52	air	fixed bed	NaN	0.00	lab	63.77	8.50	16.40	9.73	1.60	NaN	4.30	30.91	2.32	220.34	50.00	72.30	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
109	woody biomass	chips	11.00	20.27	51.06	6.04	0.14	0.01	42.70	0.70	6.30	82.60	NaN	44.50	20.60	27.80	565.00	batch	NaN	250.00	NaN	0.49	air	fixed bed	NaN	0.00	lab	61.40	9.20	18.30	9.40	1.70	NaN	3.90	34.67	1.89	102.74	34.90	56.00	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
110	woody biomass	chips	11.00	20.27	51.06	6.04	0.14	0.01	42.70	0.70	6.60	82.60	NaN	44.50	20.60	27.80	602.00	batch	NaN	283.00	NaN	0.46	air	fixed bed	NaN	0.00	lab	59.70	10.00	20.60	7.90	1.80	NaN	4.30	60.00	1.81	140.07	38.60	58.20	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
111	woody biomass	chips	11.00	20.27	51.06	6.04	0.14	0.01	42.70	0.70	11.00	82.60	NaN	44.50	20.60	27.80	553.00	batch	NaN	241.00	NaN	0.43	air	fixed bed	NaN	0.00	lab	60.90	8.40	20.50	8.60	1.60	NaN	4.00	28.88	1.67	201.72	32.80	70.00	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
112	woody biomass	chips	11.00	19.67	49.85	6.05	0.22	0.02	43.90	0.90	9.80	83.90	NaN	46.20	24.40	24.50	711.00	batch	NaN	403.00	NaN	0.53	air	fixed bed	NaN	0.00	lab	57.20	14.20	19.00	8.80	0.80	NaN	4.20	11.75	2.30	63.41	49.30	71.60	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
113	woody biomass	chips	11.00	19.67	49.85	6.05	0.22	0.02	43.90	0.90	10.00	83.90	NaN	46.20	24.40	24.50	620.00	batch	NaN	297.00	NaN	0.48	air	fixed bed	NaN	0.00	lab	60.80	10.90	19.50	7.90	0.90	NaN	3.90	22.38	1.91	175.43	39.00	59.20	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
114	woody biomass	chips	11.00	19.67	49.85	6.05	0.22	0.02	43.90	0.90	10.50	83.90	NaN	46.20	24.40	24.50	668.00	batch	NaN	275.00	NaN	0.43	air	fixed bed	NaN	0.00	lab	54.10	15.30	19.70	9.60	1.30	NaN	4.60	9.55	1.93	60.32	40.30	68.60	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
115	woody biomass	chips	11.00	19.80	50.56	5.98	0.54	0.04	42.96	1.30	6.90	80.70	NaN	38.50	17.60	26.30	609.00	batch	NaN	325.00	NaN	0.53	air	fixed bed	NaN	0.00	lab	56.70	12.90	19.00	10.20	1.20	NaN	4.20	30.68	2.03	62.37	42.90	65.80	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
116	woody biomass	chips	11.00	19.80	50.56	5.98	0.54	0.04	42.96	1.30	7.70	80.70	NaN	38.50	17.60	26.30	667.00	batch	NaN	275.00	NaN	0.31	air	fixed bed	NaN	0.00	lab	59.90	12.10	16.90	9.60	1.50	NaN	3.95	50.95	1.45	102.15	28.90	50.40	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
117	woody biomass	chips	11.00	19.80	50.56	5.98	0.54	0.04	42.96	1.30	9.80	80.70	NaN	38.50	17.60	26.30	755.00	batch	NaN	346.00	NaN	0.52	air	fixed bed	NaN	0.00	lab	58.70	11.40	17.30	11.00	1.60	NaN	3.97	13.72	2.22	180.64	43.10	69.60	"Sarker, Energy Conversion and Management, 2015, 103, 801-813"
118	herbaceous biomass	pellets	6.00	15.23	50.11	5.90	2.88	0.30	40.88	16.98	8.73	81.52	NaN	29.60	14.00	14.00	775.00	continuous	NaN	200.00	NaN	0.25	air	fluidised bed	silica	0.00	pilot	51.50	13.02	8.43	20.31	2.77	1.06	4.13	1.15	1.36	301.52	33.80	47.56	"Sarker, Energy Conversion and Management, 2015, 91, 451-458"
119	herbaceous biomass	pellets	6.00	15.23	50.11	5.90	2.88	0.30	40.88	16.98	8.73	81.52	NaN	29.60	14.00	14.00	775.00	continuous	NaN	200.00	NaN	0.30	air	fluidised bed	silica	0.00	pilot	50.60	12.91	9.08	19.60	2.67	1.12	4.21	NaN	1.66	NaN	42.14	57.87	"Sarker, Energy Conversion and Management, 2015, 91, 451-458"
120	herbaceous biomass	pellets	6.00	15.23	50.11	5.90	2.88	0.30	40.88	16.98	8.73	81.52	NaN	29.60	14.00	14.00	775.00	continuous	NaN	200.00	NaN	0.25	air	fluidised bed	silica	0.00	pilot	54.14	13.50	8.42	20.04	2.70	1.20	4.25	1.09	1.35	261.92	34.76	47.09	"Sarker, Energy Conversion and Management, 2015, 91, 451-458"
121	herbaceous biomass	pellets	6.00	15.23	50.11	5.90	2.88	0.30	40.88	16.98	8.73	81.52	NaN	29.60	14.00	14.00	775.00	continuous	NaN	200.00	NaN	0.30	air	fluidised bed	silica	0.00	pilot	54.45	12.73	9.15	19.90	2.65	1.09	4.19	NaN	1.38	NaN	34.85	48.54	"Sarker, Energy Conversion and Management, 2015, 91, 451-458"
122	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	665.00	continuous	NaN	NaN	NaN	0.25	air	fluidised bed	alumina	0.00	pilot	56.57	4.00	19.90	14.45	2.90	2.14	4.96	NaN	1.50	NaN	52.29	76.00	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
123	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	744.00	continuous	NaN	NaN	NaN	0.30	air	fluidised bed	alumina	0.00	pilot	61.30	3.78	14.95	16.23	2.37	1.29	3.76	NaN	1.73	NaN	45.76	78.30	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
124	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	811.00	continuous	NaN	NaN	NaN	0.35	air	fluidised bed	alumina	0.00	pilot	63.59	3.39	12.75	17.14	1.98	1.13	3.22	NaN	1.98	NaN	44.81	81.00	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
125	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	670.00	continuous	NaN	NaN	NaN	0.25	air	fluidised bed	alumina	0.00	pilot	59.46	3.77	18.29	14.50	2.36	1.62	4.31	NaN	1.49	NaN	45.17	70.40	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
126	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	750.00	continuous	NaN	NaN	NaN	0.30	air	fluidised bed	alumina	0.00	pilot	62.42	3.40	14.43	16.46	2.00	1.21	3.48	NaN	1.71	NaN	41.82	72.60	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
127	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	822.00	continuous	NaN	NaN	NaN	0.35	air	fluidised bed	alumina	0.00	pilot	64.11	3.26	12.50	17.23	1.85	1.05	3.09	NaN	1.97	NaN	42.81	78.60	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
128	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	700.00	continuous	NaN	NaN	NaN	0.25	air	fluidised bed	alumina	0.00	pilot	63.13	3.41	15.13	14.82	2.00	1.51	3.69	NaN	1.30	NaN	33.71	55.00	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
129	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	766.00	continuous	NaN	NaN	NaN	0.30	air	fluidised bed	alumina	0.00	pilot	63.98	3.32	13.00	16.62	1.91	1.09	3.20	NaN	1.50	NaN	33.75	60.00	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
130	herbaceous biomass	other	NaN	14.22	47.00	6.78	0.48	0.04	45.70	20.00	9.08	66.40	13.60	NaN	NaN	NaN	828.00	continuous	NaN	NaN	NaN	0.35	air	fluidised bed	alumina	0.00	pilot	64.21	3.25	12.29	17.42	1.84	0.98	3.03	NaN	1.70	NaN	36.23	67.00	"Mansaray, Biomass and Bioenergy 1999, 17, 315-332"
131	herbaceous biomass	other	NaN	14.83	49.07	3.79	0.63	0.09	46.42	21.68	9.95	61.68	16.65	NaN	NaN	NaN	750.00	continuous	slightly above atmospheric	NaN	0.50	0.35	air + steam	fluidised bed	silica	0.00	lab	55.10	9.20	12.80	20.80	2.10	NaN	3.38	NaN	1.31	NaN	29.91	71.90	"Loha, J Renew and Sust Energy 2013, 5, 043111"
132	herbaceous biomass	other	NaN	14.83	49.07	3.79	0.63	0.09	46.42	21.68	9.95	61.68	16.65	NaN	NaN	NaN	800.00	continuous	slightly above atmospheric	NaN	0.50	0.30	air + steam	fluidised bed	silica	0.00	lab	52.50	11.60	14.70	18.40	2.80	NaN	4.13	NaN	1.34	NaN	37.31	73.30	"Loha, J Renew and Sust Energy 2013, 5, 043111"
133	herbaceous biomass	other	NaN	14.83	49.07	3.79	0.63	0.09	46.42	21.68	9.95	61.68	16.65	NaN	NaN	NaN	800.00	continuous	slightly above atmospheric	NaN	0.20	0.35	air + steam	fluidised bed	silica	0.00	lab	57.30	7.60	13.70	18.60	2.80	NaN	3.57	NaN	1.42	NaN	34.06	77.10	"Loha, J Renew and Sust Energy 2013, 5, 043111"
134	herbaceous biomass	other	NaN	14.83	49.07	3.79	0.63	0.09	46.42	21.68	9.95	61.68	16.65	NaN	NaN	NaN	800.00	continuous	slightly above atmospheric	NaN	0.50	0.35	air + steam	fluidised bed	silica	0.00	lab	53.30	10.40	13.40	20.30	2.60	NaN	3.76	NaN	1.44	NaN	36.40	78.20	"Loha, J Renew and Sust Energy 2013, 5, 043111"
135	herbaceous biomass	other	NaN	14.83	49.07	3.79	0.63	0.09	46.42	21.68	9.95	61.68	16.65	NaN	NaN	NaN	800.00	continuous	slightly above atmospheric	NaN	0.50	0.40	air + steam	fluidised bed	silica	0.00	lab	54.50	9.60	12.20	21.50	2.20	NaN	3.38	NaN	1.57	NaN	35.68	85.50	"Loha, J Renew and Sust Energy 2013, 5, 043111"
136	herbaceous biomass	other	NaN	14.83	49.07	3.79	0.63	0.09	46.42	21.68	9.95	61.68	16.65	NaN	NaN	NaN	850.00	continuous	slightly above atmospheric	NaN	0.50	0.35	air + steam	fluidised bed	silica	0.00	lab	51.80	12.30	14.50	18.40	3.00	NaN	4.25	NaN	1.58	NaN	45.25	86.10	"Loha, J Renew and Sust Energy 2013, 5, 043111"
137	herbaceous biomass	other	NaN	14.83	49.07	3.79	0.63	0.09	46.42	21.68	9.95	61.68	16.65	NaN	NaN	NaN	800.00	continuous	slightly above atmospheric	NaN	0.80	0.35	air + steam	fluidised bed	silica	0.00	lab	51.90	11.80	12.70	21.10	2.50	NaN	3.79	NaN	1.46	NaN	37.21	79.60	"Loha, J Renew and Sust Energy 2013, 5, 043111"
138	herbaceous biomass	other	NaN	14.83	49.07	3.79	0.63	0.09	46.42	21.68	9.95	61.68	16.65	NaN	NaN	NaN	850.00	continuous	slightly above atmospheric	NaN	0.80	0.35	air + steam	fluidised bed	silica	0.00	lab	49.40	13.10	14.20	20.40	2.90	NaN	4.26	NaN	1.60	NaN	45.95	87.30	"Loha, J Renew and Sust Energy 2013, 5, 043111"
139	woody biomass	other	1.25	19.30	49.20	6.12	0.10	0.01	44.58	0.40	7.00	NaN	NaN	NaN	NaN	NaN	700.00	continuous	atmospheric	60.00	NaN	0.21	oxygen	fluidised bed	alumina	0.00	lab	0.00	22.05	29.87	34.19	9.54	4.05	11.96	36.64	0.64	NaN	39.66	60.00	"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
140	woody biomass	other	1.25	19.30	49.20	6.12	0.10	0.01	44.58	0.40	7.00	NaN	NaN	NaN	NaN	NaN	700.00	continuous	atmospheric	75.00	NaN	0.21	oxygen	fluidised bed	alumina	1.00	lab	0.00	24.20	32.76	30.02	9.92	2.85	11.99	21.53	0.76	NaN	47.21	64.00	"Baratieri, Waste Biomass Valor 2010, 1, 283-291"
