#,Plastic,Biomass,% Plastic,% Biomass,C (%),H (%),O (%),N (%),S (%),ASH (%),MC (%),VM (%),AIR (Kg/h),ER,FC (%),TEMPERATURE (°C),H2 (%),CO (%),CO2 (%),CH4 (%),N2 (%),Mass Flow Rate (Kg/h),Volumetric Flow Rate (m3/h),Gas Yield (Nm3/Kg),LHV (MJ/Nm3),H2/CO
1402,PU,Nectarine Stone,3.5157,96.4843,49.1719,6.2924,43.6777,0.6301,0.2279,1.5914,8.0932,71.5196,224.8026,0.4217,18.7958,678.892,4.6586,6.5756,17.3381,1.8319,69.5212,260.8245,199.1153,1.991153,1.9874746,0.708467668
1403,PP,DDGS,28.707,71.293,61.829,9.0868,24.9599,3.5532,0.5712,8.7799,6.1415,76.1552,204.8506,0.263,8.9234,905.7855,24.135,27.2688,1.58,1.2547,45.6378,273.7247,280.8181,2.808181,6.4916314,0.885077451
1404,PET,Cotton Stalk,64.3809,35.6191,56.4971,5.2019,37.3415,0.4991,0.4605,6.5546,3.8863,81.6091,236.6448,0.3973,7.95,823.9529,9.4296,22.4056,8.995,1.0262,58.0273,300.9567,250.9145,2.509145,4.208882,0.420859071
1405,PP,Rice Straw,23.9823,76.0177,59.0966,7.9508,32.7901,0.1624,0,3.9625,6.4652,81.7012,196.0148,0.2707,7.8711,963.735,23.0189,29.1199,2.3451,0.5779,44.9368,267.0198,267.9759,2.679759,6.3620368,0.790486918
1406,PP,Rice Husk,70.7535,29.2465,74.8873,10.9084,13.9951,0.183,0.0261,1.2576,2.3105,91.5449,481.4503,0.4273,4.887,701.377,10.8816,18.0417,5.6251,2.9636,62.4799,543.1219,473.1492,4.731492,4.5094358,0.603136068
1407,PP,Açaí Seed,26.2142,73.7858,57.586,8.3577,33.4802,0.5761,0,10.485,6.8252,76.1467,215.77,0.3235,6.5431,746.9451,15.8924,23.2287,5.465,2.7859,52.6238,274.9764,252.3741,2.523741,5.6405476,0.684170875
1408,PP,Peach Stone,93.776,6.224,82.7694,13.4212,3.5454,0.2453,0.0187,0.1569,0.3444,97.641,373.5048,0.2703,1.8577,705.066,19.7693,18.0202,2.6454,4.3699,55.1847,422.3856,415.7305,4.157305,5.9700538,1.097063296
1409,PS,Rice Straw,97.4907,2.5093,89.2104,8.4366,2.3476,0.0054,0,0.3258,0.2134,99.2049,429.9636,0.3331,0.2559,817.5895,14.1346,26.2352,1.2856,1.965,56.3776,507.6362,468.0784,4.680784,5.535642,0.538764713
1410,PU,Durian Shell,97.8397,2.1603,65.5738,8.2841,21.7983,4.1754,0.1685,0.1449,0.6819,97.3508,389.131,0.418,1.8224,764.9293,11.6671,21.82,5.0658,2.0462,59.3704,464.8423,407.844,4.07844,4.7419064,0.534697525
1411,PS,Safflower Seed,1.9377,98.0623,50.2938,6.9279,39.8365,2.9419,0,1.3832,9.2574,62.5489,166.8155,0.2911,26.8105,671.9169,8.3265,7.9323,14.2943,2.7894,66.653,194.436,156.7618,1.567618,2.897337,1.049695549
1412,PET,Banana Stems,4.4892,95.5108,40.0029,5.3852,53.8281,0.7838,0,3.3977,8.8487,76.3097,111.7231,0.3095,11.4439,873.3362,12.5151,18.6975,16.2432,0.4385,52.1048,161.6077,132.6598,1.326598,3.8644988,0.669346169
1413,PU,Pistachio Soft Shell,91.5673,8.4327,63.99,8.0506,23.8112,3.9926,0.1557,1.6461,1.3884,94.3372,255.6523,0.2916,2.6283,711.8352,15.0442,23.7281,4.1771,3.6713,53.3399,325.6249,299.9593,2.999593,5.9288396,0.634024637
1414,PET,Coconut Shell,63.7782,36.2218,56.3182,4.9519,38.6416,0.0883,0,1.3764,5.3136,88.2824,202.6845,0.3354,5.0276,859.6897,12.5671,29.687,5.8208,1.0362,50.8878,278.8295,244.5833,2.445833,5.4687684,0.423319972
1415,PE,Cherry Stone,51.609,48.391,67.8769,8.7853,22.8416,0.3165,0.1797,0.4919,3.6674,85.5887,352.4789,0.3761,10.252,972.0668,16.4291,23.0138,3.7256,0.1998,56.5993,415.1101,382.6488,3.826488,4.74561,0.713880367
1416,PS,Cherry Stone,83.9886,16.0114,83.5348,8.1308,8.2351,0.0688,0.0304,0.3307,1.2134,95.0672,448.6118,0.3806,3.3887,745.4821,10.8353,24.6244,2.9741,2.4941,59.0649,527.7922,466.2416,4.662416,5.1657746,0.440022904
1417,PP,Banana Stems,98.6192,1.3808,84.9166,13.7338,1.3383,0.0113,0,0.0491,0.1278,99.1679,381.4959,0.2666,0.6552,661.8874,17.2231,14.087,3.7254,5.4625,59.4918,412.2094,393.556,3.93556,5.5906318,1.222623696
1418,PP,Nectarine Stone,41.1386,58.8614,63.7872,9.3589,26.4243,0.2943,0.1354,0.9709,4.9245,82.4643,257.0314,0.2919,11.6403,721.1475,17.2919,22.5883,4.284,3.4773,52.3235,320.4058,301.9052,3.019052,5.9585244,0.76552463
1419,PS,Rice Husk,15.9926,84.0074,55.646,4.5445,39.2087,0.5256,0.0751,3.6443,6.6366,76.6979,233.6378,0.4169,13.0212,735.55,5.7084,15.6203,14.1581,1.5486,62.9423,291.5572,228.4198,2.284198,3.1390638,0.365447527
1420,PP,Coconut Shell,75.108,24.892,75.7164,11.9061,12.3303,0.0473,0,0.9459,3.5596,93.8993,436.1836,0.3746,1.5952,704.3381,13.9865,20.6073,3.7831,3.5814,58.0363,505.3357,461.3204,4.613204,5.389203,0.678715795
1421,PP,Cocoa Pod Husk,73.8634,26.1366,72.9621,11.6937,14.871,0.4156,0.0575,2.8141,3.2217,90.8226,358.8118,0.3263,3.1416,893.1964,21.9441,25.2627,1.2991,1.3167,50.1668,438.5019,439.5948,4.395948,6.0244416,0.868636369
1422,PU,Corn Cobs,88.8914,11.1086,63.6805,8.0378,24.3394,3.7912,0.1511,0.067,2.0655,94.7044,272.3683,0.31,3.1631,998.9396,21.1286,29.4651,1.1579,0.4255,47.7929,359.8186,355.9817,3.559817,6.1468204,0.717072062
1423,PU,Sugarcane Straw,52.7741,47.2259,55.0101,7.1844,35.4021,2.3138,0.0897,5.6631,3.8451,84.9964,260.2725,0.3974,5.4954,832.2834,12.8664,21.5004,7.0846,1.185,57.3418,322.2772,281.5053,2.815053,4.5228516,0.598426076
1424,PS,Safflower Seed,17.8219,82.1781,56.7579,7.1821,33.5947,2.4653,0,1.1916,7.7579,68.5828,244.5578,0.3579,22.4677,651.3855,7.1645,9.8965,12.758,3.099,67.0767,281.0562,226.4424,2.264424,3.130167,0.723942808
1425,PS,Olive Pomace,87.5003,12.4997,85.9225,8.2113,5.792,0.0614,0.0128,0.7884,0.9259,97.082,419.0293,0.3444,1.2037,930.0138,15.8742,28.5677,0.4942,1.0706,53.9904,506.6689,476.4303,4.764303,5.6972186,0.555669515
1426,PET,Durian Shell,93.9845,6.0155,62.058,4.5824,33.1407,0.2128,0.006,0.4034,0.4619,93.326,316.0987,0.4406,5.8087,768.8102,6.6289,21.9916,9.1754,1.4116,60.7899,393.1532,319.4175,3.194175,3.9922156,0.301428727
1427,PS,Hazelnut Shell,84.2671,15.7329,84.0018,7.9789,7.799,0.2202,0,0.3373,1.3471,97.2453,393.4668,0.3337,1.0703,742.2333,11.9989,24.0409,2.9412,2.6963,58.3196,462.9294,414.3698,4.143698,5.29031,0.499103611
1428,PP,Castor Seed Hull,97.8925,2.1075,84.689,13.6738,1.6326,0.0046,0,0.0424,0.0689,98.994,638.8158,0.448,0.8947,947.0529,16.4551,20.7583,2.6886,0.3546,59.7425,706.3001,656.2775,6.562775,4.5196434,0.792699788
1429,PS,Rice Husk,85.4904,14.5096,84.2322,7.8143,7.8497,0.0908,0.013,0.7949,1.1463,95.8098,463.8533,0.3955,2.249,800.7096,11.4199,26.6991,2.0323,1.8328,58.0123,550.7634,490.8594,4.908594,5.2535782,0.427726028
1430,PE,Cocoa Pod Husk,77.7839,22.2161,75.1785,9.9559,14.1679,0.5166,0.1811,2.392,2.7384,92.4976,299.8445,0.2775,2.372,871.5614,21.8988,27.2803,0.7358,1.8955,48.156,379.5091,382.9614,3.829614,6.4809772,0.802733108
1431,PP,Açaí Seed,13.2642,86.7358,52.6764,7.3937,39.2526,0.6772,0,12.3252,8.0231,72.048,206.0911,0.3726,7.6037,817.127,13.6954,20.6841,7.9594,1.416,56.2431,257.3036,225.6704,2.256704,4.5922278,0.662122113
1432,PU,Cherry Stone,6.7919,93.2081,49.7328,6.3506,43.0419,0.6861,0.1886,0.9476,7.1046,72.1196,171.1677,0.3098,19.8282,992.9992,13.2053,17.7918,10.5719,0.0181,58.3453,212.0701,180.9222,1.809222,3.674419,0.742212705
1433,PU,Coffee Husk,76.3694,23.6306,60.2257,7.7913,28.6457,3.2075,0.1298,0.5356,2.6648,92.5982,298.4699,0.3708,4.2014,954.0288,16.7698,25.3493,3.6627,0.3446,53.8471,372.2704,344.8101,3.448101,5.128517,0.66154884
1434,PS,Rice Husk,4.8096,95.1904,51.0462,4.0184,44.2547,0.5955,0.0851,4.1028,7.52,73.6227,151.7773,0.3224,14.7545,740.1179,7.2123,18.8773,15.578,1.8082,56.4904,209.9976,165.6476,1.656476,3.8048038,0.382062053
1435,PP,Castor Seed Hull,51.7508,48.2492,65.6186,9.8164,24.4589,0.1061,0,0.9708,1.5775,87.9146,378.3609,0.3961,9.5371,918.7745,16.1233,20.5487,4.5814,0.4609,58.2846,435.6341,398.5635,3.985635,4.4954548,0.784638444
1436,PE,Banana Stems,13.7248,86.2752,45.4142,6.2259,47.6009,0.7356,0.0233,3.0692,7.9845,78.813,201.716,0.4289,10.1333,793.925,8.766,13.969,14.2691,1.0298,61.9576,249.7237,200.6659,2.006659,3.0754904,0.627532393
1437,PS,Pistachio Soft Shell,60.6097,39.3903,72.6046,7.3401,19.3699,0.6854,0,7.8102,3.9193,82.3659,369.0281,0.4177,5.9046,814.7705,10.8161,23.0179,4.791,1.3492,60.0242,435.3575,378.1397,3.781397,4.5514078,0.469899513
1438,PE,Banana Stems,38.9614,61.0386,57.2803,7.6809,34.3908,0.5818,0.0662,2.1714,5.6489,85.0047,309.5815,0.436,7.175,679.4529,8.1888,15.2956,10.4211,2.9084,63.1676,365.8847,301.4679,3.014679,3.8528432,0.535369649
1439,PP,Hazelnut Shell,33.8412,66.1588,62.5641,8.1298,28.3799,0.9262,0,0.7096,5.6647,88.9558,237.1284,0.2907,4.6699,811.3604,19.0805,28.5699,2.3397,2.1859,47.8213,316.0185,305.7809,3.057809,6.4430536,0.66785323
1440,PET,Colza seed,90.2138,9.7862,60.4113,4.5456,34.487,0.5561,0,0.8959,0.981,91.6297,265.5962,0.3878,6.4934,777.9193,8.1827,25.1661,7.857,1.5561,57.2365,343.4252,285.5612,2.855612,4.611744,0.325147719
1441,PE,Hazelnut Shell,4.5896,95.4104,52.416,5.4791,40.7518,1.3453,0.0078,1.0234,8.1693,84.3158,198.498,0.3573,6.4915,811.7384,11.6257,24.3572,8.5353,1.4057,54.0722,265.3478,227.1137,2.271137,4.8278234,0.477300347
1442,PE,Coconut Shell,3.5659,96.4341,47.4397,6.2246,46.1389,0.1907,0.0061,3.6645,13.7901,77.8194,171.6709,0.3713,4.726,960.9921,14.6956,24.5555,8.1886,0.1444,52.4135,228.8389,201.2645,2.012645,4.732813,0.598464702
1443,PET,Hazelnut Shell,80.3645,19.6355,59.9376,4.5045,35.2584,0.2995,0,0.2106,1.85,92.505,260.7706,0.3872,5.4344,701.243,6.833,24.2613,8.9335,2.5165,57.4531,340.5837,278.9756,2.789756,4.6957948,0.281641957
1444,PU,Soybean Cake,26.5539,73.4461,58.4936,7.0267,26.4958,7.9387,0.0451,3.7972,24.3965,64.0881,254.2488,0.4399,7.7182,815.6023,10.2024,18.4434,7.3918,1.116,62.836,301.2694,255.6879,2.556879,3.8252556,0.553173493
1445,PS,Spirulina Sp.,19.807,80.193,49.3498,6.5828,38.2775,5.3328,0.4571,1.6269,4.6105,80.0822,205.7115,0.3511,13.6804,807.4735,12.1213,17.2307,9.9108,1.296,59.3029,257.7305,219.6491,2.196491,3.9441366,0.70347113
1446,PET,Rubber Wood,80.3881,19.6119,59.9708,4.7675,35.1977,0.0641,0,0.9487,1.5371,90.4954,286.8419,0.4218,7.0188,744.0795,6.8613,21.2298,9.9546,1.757,60.1955,360.3723,292.5432,2.925432,4.0449812,0.323191928
1447,PS,Açaí Seed,94.3939,5.6061,87.8148,8.3798,3.7616,0.0438,0,0.9854,0.5186,98.0088,497.8089,0.3968,0.4872,776.3786,11.0798,25.7831,2.1018,2.1425,58.8907,583.6261,518.8615,5.188615,5.212304,0.429731103
1448,PU,Soy Peel,18.5092,81.4908,48.8658,6.993,40.9688,3.1409,0.0315,5.8844,9.3495,77.1643,159.1282,0.3002,7.6018,977.4158,19.8448,26.1625,5.4321,0.2194,48.3311,218.3276,206.5101,2.065101,5.5182586,0.758520784
1449,PE,Coconut Shell,92.1107,7.8893,82.827,10.793,6.015,0.2084,0.1566,0.2998,1.1282,98.167,551.5387,0.434,0.405,774.3475,12.1788,21.6039,3.5567,1.9919,60.647,627.2861,558.4229,5.584229,4.750502,0.563731548
1450,PP,Safflower Seed,7.3642,92.6358,52.1603,7.4089,37.6516,2.7791,0,1.303,8.7451,64.5882,239.5218,0.3869,25.3637,961.5712,8.3607,9.854,11.4117,0.0049,70.3683,261.3603,211.7568,2.117568,2.1463138,0.848457479
1451,PU,Colza seed,73.1754,26.8246,59.9254,7.8025,27.6258,4.5219,0.1244,2.4556,2.6086,88.6582,283.4567,0.3583,6.2776,931.1956,16.9371,24.7037,3.7709,0.504,54.0581,353.6537,328.1804,3.281804,5.122305,0.685609848
1452,PU,Elephant Grass,45.2287,54.7713,52.6711,6.5931,37.6496,3.0094,0.0769,0.3338,6.6903,83.3533,182.109,0.2943,9.6226,914.2848,18.2087,26.3747,5.328,0.6689,49.3967,247.6697,230.8005,2.308005,5.529218,0.690385104
1453,PS,Chlorella Vulgaris,1.2501,98.7499,52.5763,6.525,30.53,9.8256,0.5431,1.9039,9.0588,73.0543,250.472,0.4054,15.983,914.9997,10.5326,15.6552,8.7599,0.1369,64.7782,295.2334,248.1401,2.481401,3.1590862,0.672786039
1454,PP,Cotton Stalk,5.5717,94.4283,48.4341,7.1656,41.9087,1.2708,1.2208,17.3765,9.9443,60.28,203.6402,0.4427,12.3992,947.5415,10.003,14.6653,10.8312,0.0295,64.1465,237.5382,196.0218,1.960218,2.9387128,0.682086285
1455,PE,Cocoa Pod Husk,49.9674,50.0326,61.6541,8.3982,28.8522,0.9005,0.195,5.3869,6.1672,83.129,337.6323,0.4384,5.3169,815.8385,11.747,19.3191,6.7488,1.2669,60.881,394.35,341.4198,3.414198,4.1564328,0.6080511
1456,PP,Colza seed,54.4421,45.5579,66.7173,10.5015,20.3211,2.4601,0,4.1705,3.6848,83.0624,350.1616,0.367,9.0823,742.0125,14.8135,19.3296,4.7964,2.636,58.4203,407.3659,370.9708,3.709708,4.9790756,0.766363505
1457,PET,Safflower Seed,8.6439,91.3561,50.5999,6.6753,39.9814,2.7433,0,1.285,8.6424,64.6547,207.7899,0.3631,25.4179,894.639,8.1441,9.5258,13.0789,0.0413,69.2094,233.6241,187.1292,1.871292,2.094599,0.854951815
1458,PP,Castor Seed Hull,55.9106,44.0894,67.3378,10.1641,22.401,0.097,0,0.8871,1.4415,88.9134,310.4851,0.3115,8.758,662.9857,13.5659,17.7782,5.9402,4.7619,57.9458,364.9495,328.9699,3.289699,5.4099306,0.763063752
1459,PU,Chlorella Vulgaris,97.1714,2.8286,65.3056,8.2297,21.9214,4.3626,0.1807,0.0545,0.8424,97.1975,236.3413,0.2555,1.9056,657.9286,13.5437,17.4415,6.4271,5.0833,57.4489,287.3231,258.4975,2.584975,5.48017,0.776521515
1460,PP,Soy Peel,11.4601,88.5399,49.6876,7.52,40.2244,2.5679,0,6.3934,10.0376,75.552,233.1204,0.4247,8.017,717.4725,9.464,14.5472,11.2684,2.3745,62.3426,280.5278,232.2729,2.322729,3.7051302,0.650571931
1461,PS,Elephant Grass,21.9857,78.0143,52.5351,5.9249,39.9593,1.5807,0,0.5194,9.1429,77.5914,199.9735,0.3505,12.7463,987.2808,13.0621,22.2197,8.2824,0.0456,56.3896,254.2033,219.6809,2.196809,4.2267138,0.587861222
1462,PU,Chlorella Vulgaris,22.4537,77.5463,55.1515,6.8997,28.8253,8.6589,0.4647,1.4932,7.2484,78.3728,267.2131,0.3941,12.8856,948.6987,12.7205,19.092,6.6998,0.1221,61.2582,319.6809,278.0558,2.780558,3.8231178,0.666273832
1463,PS,Pistachio Soft Shell,19.52,80.48,54.2497,6.1333,38.2167,1.4004,0,15.7487,8.0078,64.1796,139.3212,0.2701,12.0639,651.2623,10.6602,20.3825,10.5844,4.8817,53.484,189.8446,161.4904,1.614904,5.4671452,0.523007482
1464,PU,Plum Stone,23.726,76.274,52.3649,6.9986,38.8064,1.6601,0.17,16.1819,5.753,74.885,231.3485,0.4366,3.1801,721.8803,9.3084,18.0308,10.0511,2.4121,60.1549,285.52,237.7805,2.377805,4.1407198,0.516249972
1465,PS,Hazelnut Shell,90.4295,9.5705,86.4297,8.1818,5.2545,0.134,0,0.2835,0.8195,98.2459,353.8827,0.2874,0.6511,766.8608,14.7485,24.4469,2.0394,2.6539,56.108,417.9124,387.283,3.87283,5.6232436,0.603287124
1466,PE,Beetroot Pellets,12.4049,87.5951,44.7753,5.9706,47.7179,1.0684,0.4678,0.7085,6.1643,81.6186,158.3359,0.3327,11.5086,911.3895,13.6485,20.2481,11.4681,0.2754,54.1904,211.9517,180.7979,1.807979,4.1238918,0.674063245
1467,PE,Rice Husk,48.3367,51.6633,66.91,7.3728,25.164,0.4247,0.1284,2.2215,4.0814,85.6796,357.3256,0.4194,8.0175,894.2118,12.1068,22.091,5.4514,0.5233,59.8037,420.694,367.2469,3.672469,4.2783418,0.548042189
1468,PP,Rice Straw,5.6725,94.3275,52.7226,6.5299,40.5459,0.2016,0,4.9169,8.0224,77.4141,216.8782,0.3806,9.6466,837.0444,12.0349,20.1358,9.2496,0.9939,57.5844,270.9443,231.3984,2.313984,4.1926962,0.597686707
1469,PP,Rice Husk,1.8127,98.1873,49.7294,3.9744,45.594,0.6143,0.0878,4.2221,7.7568,72.793,167.339,0.3725,15.2281,739.7288,5.3822,13.8441,18.4195,1.3562,60.9646,221.9039,169.177,1.69177,2.8111538,0.388772112
1470,PE,Spirulina Sp.,39.071,60.929,57.514,8.0987,29.8398,4.1338,0.4137,1.206,3.503,84.8891,245.5803,0.3197,10.4019,751.5294,15.4258,21.6064,5.6049,2.577,54.6841,308.7808,281.3868,2.813868,5.3109588,0.713945868
1471,PET,Spirulina Sp.,35.3185,64.6815,47.3514,5.4826,42.4852,4.3121,0.3687,1.2802,3.7929,82.0914,136.3046,0.2628,12.8355,683.62,11.7146,20.7675,12.0058,3.6283,51.7324,198.3828,168.0372,1.680372,5.1808132,0.564083303
1472,PE,Peach Stone,43.953,56.047,60.6154,8.824,28.0169,2.3008,0.2429,1.4132,3.1012,82.9708,252.4332,0.3024,12.5148,722.5212,16.1471,21.1886,5.2394,3.2114,54.1521,313.3165,289.3384,2.893384,5.5633316,0.76206545
1473,PET,Spirulina Sp.,78.6322,21.3678,57.2745,4.7132,36.4455,1.445,0.1218,0.4229,1.3936,90.528,276.6012,0.4273,7.6555,746.3122,6.6739,19.7578,10.9793,1.6604,60.898,348.5271,280.6303,2.806303,3.8046872,0.337785583
1474,PS,Peach Stone,9.4601,90.5399,45.4046,7.106,43.6501,3.5676,0.2716,2.3019,5.0098,72.4858,202.3522,0.3798,20.2025,904.7307,9.4598,10.3424,12.7685,0.0453,67.29,232.0874,188.5021,1.885021,2.3410182,0.914661974
1475,PU,Açaí Seed,3.1456,96.8544,48.2151,6.4653,44.4258,0.8884,0.0053,13.763,8.9779,68.7956,165.8972,0.3637,8.4635,988.3763,14.4661,22.5542,8.4057,0.0513,54.5204,214.3894,187.7781,1.877781,4.4225334,0.641392734
1476,PE,Colza seed,67.9804,32.0196,72.6022,9.6951,15.7153,1.8718,0.1156,2.9312,2.5898,88.2734,304.4713,0.2945,6.2056,727.7016,16.6813,22.9279,2.9888,3.4872,53.8878,370.0185,349.3883,3.493883,5.9389134,0.727554639
1477,PET,DDGS,81.6967,18.3033,60.3585,4.8526,33.7051,0.9372,0.1466,2.2541,1.7483,89.577,257.2782,0.3768,6.4206,821.6309,9.7744,26.3126,6.6366,1.201,56.0393,333.2874,283.0586,2.830586,4.8009808,0.371472222
1478,PS,Durian Shell,24.0358,75.9642,67.4944,8.4765,21.6286,2.3245,0.076,5.1427,3.3408,78.6925,264.527,0.298,12.824,723.3059,15.3944,23.5318,3.8366,3.349,53.8674,329.1403,304.549,3.04549,5.826544,0.654195599
1479,PU,Peach Stone,33.0942,66.9058,48.9864,7.3973,39.333,4.0263,0.257,1.687,3.9006,78.9904,162.7037,0.2676,15.422,657.1189,13.4738,16.6355,10.3553,4.5673,54.869,214.3895,187.5294,1.875294,5.1863368,0.809942593
1480,PU,Cocoa Beans Husk,31.1401,68.8599,50.2378,6.6342,39.7495,3.1258,0.2526,5.5088,7.8379,77.008,210.6975,0.384,9.6453,922.7418,13.2704,20.3206,8.385,0.2433,57.7123,263.0661,227.8431,2.278431,4.0807002,0.653051583
1481,PU,Cotton Stem,19.3344,80.6656,52.023,6.4702,39.5595,1.7308,0.2166,3.7631,11.8602,66.0657,167.6946,0.3062,18.311,932.436,14.9169,19.8182,8.7831,0.21,56.2016,210.8777,185.2208,1.852208,4.1832984,0.752686924
1482,PP,Banana Stems,37.5422,62.4578,56.4553,8.5939,34.4391,0.5117,0,2.2219,5.7803,84.4762,261.1223,0.3585,7.5216,700.2956,12.8801,19.0952,7.5754,3.2721,57.1719,319.4499,280.9678,2.809678,4.9684578,0.674520298
1483,PET,Açaí Seed,26.1645,73.8355,51.4473,5.8641,42.1041,0.5845,0,10.492,6.8847,74.8726,177.9127,0.3514,7.7507,773.1657,11.4745,22.2875,9.6878,1.912,54.6358,235.7912,200.5683,2.005683,4.731967,0.514840157
1484,PS,Soy Peel,83.474,16.526,82.7379,8.2001,8.5826,0.4793,0,1.3603,1.8735,95.2805,459.2054,0.399,1.4857,846.1732,12.7667,26.5765,1.9045,1.3631,57.3878,544.8687,491.7541,4.917541,5.2154324,0.48037552
1485,PP,Beetroot Pellets,75.1825,24.8175,73.9901,11.7107,13.8773,0.2953,0.1266,0.2007,1.7465,94.417,519.0828,0.4465,3.6358,699.7148,10.7546,16.7713,5.9769,2.916,63.5597,577.9139,501.5906,5.015906,4.3186086,0.641250231
1486,PU,Soy Peel,96.7772,3.2228,65.0246,8.2291,22.4236,4.1581,0.1645,0.2327,0.9459,97.0898,348.1847,0.3797,1.7316,864.7309,15.4487,25.2743,3.1305,1.1594,54.9574,429.0998,394.8225,3.948225,5.2680866,0.611241459
1487,PE,Colza seed,10.4102,89.5898,48.5494,6.9893,39.5839,4.8597,0.0177,8.2014,7.2462,67.2253,181.1566,0.3412,17.3271,703.4959,9.7984,12.2219,12.4362,2.6055,62.9282,220.3292,181.9415,1.819415,3.5309556,0.801708409
1488,PET,Durian Shell,23.0905,76.9095,60.7395,7.5149,29.3082,2.3605,0.0769,5.158,3.4308,77.25,266.8116,0.3531,14.1612,674.7357,9.9506,17.1317,8.6872,3.4238,60.7832,320.7366,272.245,2.72245,4.4589794,0.58082969
1489,PP,Sorghum Stalk,64.775,35.225,71.5212,11.3857,16.0199,0.4583,0.6148,1.7845,3.5279,86.8356,284.1858,0.2637,7.852,743.5597,21.4342,22.8489,2.1599,3.6528,49.7825,350.119,351.0422,3.510422,6.5015574,0.938084547
1490,PE,Beetroot Pellets,35.387,64.613,55.586,7.3426,35.8385,0.8432,0.3897,0.5226,4.547,86.436,284.179,0.4088,8.4944,913.7253,13.1129,20.4283,7.2677,0.3243,58.7791,341.9157,297.819,2.97819,4.1062584,0.641898739
1491,PET,Sorghum Stalk,89.8266,10.1734,60.4949,4.59,34.5776,0.1598,0.1776,0.5154,1.2075,91.5217,292.3908,0.4251,6.7554,702.5331,5.8607,20.5435,10.5945,2.2081,60.7529,368.222,295.5885,2.955885,4.0119364,0.285282449
1492,PET,Cotton Stem,17.6908,82.3092,51.1218,5.7352,42.0127,0.9429,0.1875,3.8398,12.0206,64.8472,188.5933,0.3717,19.2924,937.6047,8.8221,14.584,12.8661,0.0283,63.6384,226.6562,182.8893,1.828893,2.8005022,0.604916347
1493,PET,Sunflower Seed Hulls,31.7032,68.2968,71.6154,3.4911,23.8593,1.0342,0,0.683,7.2377,79.0569,335.2341,0.4354,13.0224,998.6613,5.8662,23.8318,7.0223,0.0091,63.2704,402.0616,326.3979,3.263979,3.6396142,0.246150102
1494,PE,Castor Seed Hull,93.2202,6.7798,83.1494,10.8129,5.6686,0.2107,0.1585,0.1364,0.2217,98.3195,423.3672,0.328,1.3224,726.4435,14.9089,21.5286,2.8741,3.2702,57.3896,489.2681,453.0452,4.530452,5.4934964,0.692516002
1495,PET,Nectarine Stone,40.3866,59.6134,54.0625,5.4581,40.0318,0.3104,0.1371,0.9833,5.0722,80.304,196.1292,0.3299,13.6405,913.918,12.7739,23.2392,8.7047,0.3348,54.9055,255.2648,219.664,2.19664,4.4275788,0.549670385
1496,PET,Elephant Grass,13.7854,86.2146,44.7119,5.0806,48.4565,1.7511,0,0.5254,10.1329,74.5526,135.7251,0.3186,14.7891,896.2648,10.9839,18.1789,14.6487,0.2162,55.9715,185.1735,151.0657,1.510657,3.5542022,0.604211476
1497,PE,Spirulina Sp.,53.1379,46.8621,64.086,8.8147,23.5139,3.2279,0.3574,0.9275,2.6942,88.3733,235.873,0.2624,8.005,983.6525,24.8669,28.974,0.8396,0.7027,44.5426,318.6223,330.5951,3.305951,6.5879158,0.858248775
1498,PS,Soybean Cake,64.9924,35.0076,78.1898,7.8237,10.7342,3.2523,0,1.9399,11.5525,83.0173,337.5625,0.3491,3.4903,943.9957,16.3382,29.1473,0.5572,0.9157,53.0406,418.2969,394.859,3.94859,5.764906,0.560539055
1499,PS,Safflower Seed,26.3212,73.6788,60.2167,7.3181,30.2549,2.2104,0,1.089,6.9555,71.8115,305.1798,0.4103,20.144,900.6346,10.2118,14.8348,8.9622,0.1776,65.8129,342.8716,287.0743,2.870743,3.03564,0.688367892
1500,PE,Sorghum Stalk,37.7242,62.2758,60.8987,8.4936,28.5671,0.8894,1.151,3.155,6.2371,77.2911,274.2552,0.3498,13.3168,701.0039,12.0675,17.8125,7.4027,3.1042,59.3515,326.462,284.6844,2.846844,4.6589686,0.677473684
1501,PU,Soy Peel,30.0718,69.9282,51.253,7.1756,38.2291,3.2911,0.0511,5.0494,8.108,80.108,257.8977,0.4434,6.7346,933.5733,12.0481,18.9508,8.257,0.1436,60.5881,309.6302,265.0398,2.650398,3.7404044,0.635756802
1502,PET,Olive Pomace,65.9896,34.0104,60.0634,4.9723,34.7422,0.1873,0.0348,1.669,2.6579,89.0326,223.464,0.3301,6.6405,823.8615,11.8417,29.5054,5.2116,1.4273,52.0038,301.5004,264.0065,2.640065,5.5075574,0.401340094
1503,PE,Durian Shell,58.4465,41.5535,75.3132,10.0656,13.086,1.3943,0.1409,2.7868,1.8274,88.3592,304.9598,0.2783,7.0266,910.8268,22.7053,27.357,0.5294,1.5465,47.8367,386.4048,393.4873,3.934873,6.4528014,0.829963081
1504,PET,Elephant Grass,45.4146,54.5854,51.1166,4.8066,42.9569,1.1199,0,0.3326,6.4925,81.9404,235.0438,0.4471,11.2345,714.3173,5.1756,12.8024,16.2,1.6693,64.151,293.2254,226.173,2.26173,2.7696766,0.40426795
